Experiment,Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data,Weight
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,4.02233,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.65306,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.57151,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.61275,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.56869,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.52803,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.7315,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.01395,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.17697,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,3.7804,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,4.11794,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.65306,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.63358,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.61275,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.59318,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.52803,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.73305,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.01395,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.02144,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,3.7804,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,3.69751,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.65306,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.41931,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.61275,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.50843,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.52803,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.71968,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.01395,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.09024,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,3.7804,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,3.89037,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.65306,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.50157,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.61275,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.5417,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.52803,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.72726,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,global,scalar,m2 m-2,2.01395,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,global,scalar,m2 m-2,1.75552,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,3.7804,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,tropics,scalar,m2 m-2,2.91231,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.65306,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,subtropics,scalar,m2 m-2,1.17798,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.61275,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,temperate,scalar,m2 m-2,1.43168,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.52803,1
pre,VegetationStructure,LeafAreaIndex,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,boreal,scalar,m2 m-2,1.68978,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.207679,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.304051,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.112073,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.189813,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.295273,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.232061,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.372196,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.126064,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.20766,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.303632,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.263412,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.466241,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.14168,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.22905,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.312548,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.345982,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.722248,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.182308,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.279112,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.331652,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.453163,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.055,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.239528,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.337484,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.352082,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.579683,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.44108,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.315469,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.402481,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.373715,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.514265,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.24234,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.275161,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.369273,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.362747,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.648968,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.64973,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.360214,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.437084,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.384996,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.301336,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.58307,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.160278,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.252973,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.321914,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.396882,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.880885,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.208625,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.307408,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.341716,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.635697,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,0.192089,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,1.47664,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,0.27003,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.347687,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,0.0999958,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.446142,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.176055,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.408219,1
pre,WaterCycle,TotalRunoff,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.287685,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2,651.126,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2,574.464,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2,828.143,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2,667.734,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2,554.22,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2,494.76,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2,583.971,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2,514.404,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2,701.4,1
pre,WaterCycle,TotalSoilMoistureContent,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2,670.163,1
